0.000000 -91.732663
48.828125 -88.205666
97.656250 -90.851542
146.484375 -97.226228
195.312500 -100.352121
244.140625 -105.225436
292.968750 -128.231422
341.796875 -107.095024
390.625000 -103.984319
439.453125 -98.476839
488.281250 -101.889554
537.109375 -107.339558
585.937500 -106.673568
634.765625 -98.195828
683.593750 -101.598165
732.421875 -108.776511
781.250000 -104.742759
830.078125 -111.333066
878.906250 -108.963401
927.734375 -108.646539
976.562500 -112.633655
1025.390625 -104.195438
1074.218750 -99.056752
1123.046875 -106.322892
1171.875000 -107.513186
1220.703125 -110.985944
1269.531250 -113.402387
1318.359375 -117.244698
1367.187500 -107.389523
1416.015625 -109.501196
1464.843750 -116.450485
1513.671875 -120.011673
1562.500000 -118.190538
1611.328125 -115.589282
1660.156250 -118.807050
1708.984375 -123.272459
1757.812500 -119.049592
1806.640625 -119.854840
1855.468750 -114.234298
1904.296875 -116.441030
1953.125000 -117.967070
2001.953125 -120.822727
2050.781250 -116.613643
2099.609375 -116.651005
2148.437500 -113.665576
2197.265625 -115.485970
2246.093750 -123.118426
2294.921875 -120.619224
2343.750000 -125.701980
2392.578125 -119.821090
2441.406250 -115.063991
2490.234375 -118.035344
2539.062500 -128.961219
2587.890625 -119.303365
2636.718750 -115.937428
2685.546875 -120.074628
2734.375000 -130.525014
2783.203125 -128.226839
2832.031250 -124.175443
2880.859375 -135.777697
2929.687500 -138.262521
2978.515625 -121.772039
3027.343750 -124.426149
3076.171875 -127.785048
3125.000000 -132.718786
3173.828125 -123.194947
3222.656250 -124.711729
3271.484375 -118.654373
3320.312500 -120.940035
3369.140625 -123.565614
3417.968750 -122.832697
3466.796875 -127.528195
3515.625000 -127.892405
3564.453125 -131.640700
3613.281250 -120.555684
3662.109375 -122.398859
3710.937500 -120.763255
3759.765625 -127.059627
3808.593750 -140.198742
3857.421875 -124.779559
3906.250000 -126.375040
3955.078125 -128.724037
4003.906250 -121.004447
4052.734375 -124.787840
4101.562500 -120.695808
4150.390625 -130.871165
4199.218750 -130.375145
4248.046875 -118.225831
4296.875000 -123.490247
4345.703125 -123.945191
4394.531250 -131.193012
4443.359375 -129.380507
4492.187500 -133.482363
4541.015625 -124.111386
4589.843750 -124.336877
4638.671875 -117.389177
4687.500000 -119.247632
4736.328125 -122.222863
4785.156250 -122.328724
4833.984375 -122.721577
4882.812500 -120.399528
4931.640625 -123.671694
4980.468750 -129.716110
5029.296875 -129.839411
5078.125000 -130.978740
5126.953125 -120.033828
5175.781250 -119.528859
5224.609375 -120.986415
5273.437500 -122.177487
5322.265625 -127.632837
5371.093750 -126.230602
5419.921875 -125.242032
5468.750000 -130.924380
5517.578125 -125.797218
5566.406250 -123.998794
5615.234375 -126.474117
5664.062500 -135.539165
5712.890625 -122.148066
5761.718750 -119.034249
5810.546875 -119.856366
5859.375000 -122.962990
5908.203125 -123.852561
5957.031250 -126.482670
6005.859375 -124.206363
6054.687500 -122.005523
6103.515625 -123.000786
6152.343750 -122.209564
6201.171875 -123.904166
6250.000000 -126.935044
6298.828125 -123.184914
6347.656250 -120.834641
6396.484375 -120.834914
6445.312500 -119.366827
6494.140625 -130.039509
6542.968750 -119.599729
6591.796875 -118.059614
6640.625000 -123.938406
6689.453125 -122.809225
6738.281250 -128.119572
6787.109375 -120.506578
6835.937500 -122.425672
6884.765625 -132.295100
6933.593750 -121.470422
6982.421875 -118.485938
7031.250000 -125.621450
7080.078125 -125.064956
7128.906250 -129.170329
7177.734375 -126.624598
7226.562500 -126.030899
7275.390625 -120.686183
7324.218750 -121.145340
7373.046875 -123.040818
7421.875000 -123.840966
7470.703125 -128.678793
7519.531250 -130.509002
7568.359375 -121.305890
7617.187500 -129.878017
7666.015625 -121.547749
7714.843750 -124.306795
7763.671875 -119.588295
7812.500000 -123.807531
7861.328125 -124.063810
7910.156250 -119.672363
7958.984375 -129.517433
8007.812500 -123.397361
8056.640625 -135.368269
8105.468750 -130.181234
8154.296875 -123.739784
8203.125000 -129.526580
8251.953125 -125.524861
8300.781250 -137.632024
8349.609375 -121.282279
8398.437500 -119.907673
8447.265625 -125.521649
8496.093750 -125.927405
8544.921875 -129.918216
8593.750000 -123.880721
8642.578125 -124.602756
8691.406250 -127.167335
8740.234375 -123.522447
8789.062500 -123.150453
8837.890625 -120.172553
8886.718750 -122.683668
8935.546875 -124.778546
8984.375000 -125.880769
9033.203125 -118.213640
9082.031250 -118.976612
9130.859375 -128.269384
9179.687500 -131.989476
9228.515625 -134.275073
9277.343750 -123.858889
9326.171875 -126.947106
9375.000000 -131.102680
9423.828125 -131.581181
9472.656250 -127.591780
9521.484375 -123.964245
9570.312500 -124.994665
9619.140625 -121.641562
9667.968750 -141.756114
9716.796875 -125.314496
9765.625000 -138.161861
9814.453125 -126.059417
9863.281250 -128.968161
9912.109375 -131.914510
9960.937500 -127.974498
10009.765625 -128.914502
10058.593750 -124.963375
10107.421875 -122.543031
10156.250000 -126.745278
10205.078125 -127.176571
10253.906250 -132.394292
10302.734375 -126.159017
10351.562500 -135.741870
10400.390625 -122.027311
10449.218750 -124.720677
10498.046875 -125.552771
10546.875000 -122.637119
10595.703125 -123.208446
10644.531250 -125.485279
10693.359375 -124.509387
10742.187500 -128.301185
10791.015625 -126.223100
10839.843750 -120.315195
10888.671875 -126.405218
10937.500000 -130.980404
10986.328125 -133.634653
11035.156250 -125.046204
11083.984375 -125.782284
11132.812500 -123.797733
11181.640625 -138.811471
11230.468750 -118.763544
11279.296875 -123.286593
11328.125000 -121.472560
11376.953125 -121.661612
11425.781250 -124.605334
11474.609375 -126.923439
11523.437500 -121.653523
11572.265625 -120.171986
11621.093750 -122.483518
11669.921875 -129.908118
11718.750000 -123.270358
11767.578125 -128.735202
11816.406250 -137.443607
11865.234375 -126.543796
11914.062500 -123.172849
11962.890625 -134.990466
12011.718750 -127.556421
12060.546875 -119.994713
12109.375000 -122.700362
12158.203125 -123.936593
12207.031250 -135.568917
12255.859375 -133.450926
12304.687500 -125.509915
12353.515625 -119.873172
12402.343750 -121.041435
12451.171875 -127.385758
12500.000000 -128.561611
12548.828125 -129.596237
12597.656250 -126.623644
12646.484375 -130.723638
12695.312500 -126.355843
12744.140625 -127.843557
12792.968750 -125.779376
12841.796875 -133.828059
12890.625000 -138.590663
12939.453125 -133.105903
12988.281250 -132.093798
13037.109375 -140.653205
13085.937500 -129.019338
13134.765625 -130.099777
13183.593750 -139.566595
13232.421875 -141.888715
13281.250000 -122.467697
13330.078125 -124.404561
13378.906250 -132.493243
13427.734375 -127.233760
13476.562500 -135.741103
13525.390625 -126.303613
13574.218750 -122.540457
13623.046875 -128.734787
13671.875000 -124.812455
13720.703125 -128.800457
13769.531250 -131.227802
13818.359375 -126.298807
13867.187500 -122.232933
13916.015625 -126.351508
13964.843750 -126.629763
14013.671875 -130.045241
14062.500000 -131.144216
14111.328125 -123.242651
14160.156250 -123.622611
14208.984375 -125.140139
14257.812500 -133.226912
14306.640625 -128.524399
14355.468750 -129.868320
14404.296875 -121.607360
14453.125000 -126.213183
14501.953125 -123.948783
14550.781250 -132.786623
14599.609375 -129.522060
14648.437500 -124.436849
14697.265625 -133.751538
14746.093750 -132.187534
14794.921875 -127.342524
14843.750000 -133.619246
14892.578125 -133.251711
14941.406250 -138.400500
14990.234375 -128.193597
15039.062500 -128.202283
15087.890625 -132.397388
15136.718750 -122.249899
15185.546875 -126.522105
15234.375000 -125.508561
15283.203125 -124.665020
15332.031250 -120.132709
15380.859375 -125.921078
15429.687500 -125.765674
15478.515625 -119.290584
15527.343750 -117.684250
15576.171875 -118.148297
15625.000000 -118.970837
15673.828125 -120.355980
15722.656250 -120.015125
15771.484375 -118.480695
15820.312500 -117.927176
15869.140625 -120.558390
15917.968750 -122.259564
15966.796875 -119.870769
16015.625000 -116.573642
16064.453125 -115.576769
16113.281250 -116.263753
16162.109375 -117.903856
16210.937500 -119.769112
16259.765625 -119.409502
16308.593750 -120.223170
16357.421875 -121.749846
16406.250000 -120.118753
16455.078125 -119.225348
16503.906250 -120.986498
16552.734375 -119.207008
16601.562500 -124.909520
16650.390625 -128.677728
16699.218750 -120.329063
16748.046875 -119.824498
16796.875000 -136.397452
16845.703125 -129.534345
16894.531250 -131.225623
16943.359375 -125.040736
16992.187500 -128.521349
17041.015625 -126.452803
17089.843750 -121.657886
17138.671875 -125.156482
